path	lane	origin
apps/rn/src/components/plan/dataRepairsCopy.ts	C	fix-churn
apps/rn/src/components/plan/DemoAutoEntry.tsx	C	neighbour
apps/rn/src/components/plan/DemoCaption.tsx	C	neighbour
apps/rn/src/components/plan/DemoDirector.tsx	C	neighbour
apps/rn/src/components/plan/DemoDock.tsx	C	neighbour
apps/rn/src/components/plan/ExampleCanvasMarker.tsx	C	neighbour
apps/rn/src/components/plan/FloorImpactBar.tsx	C	stale-read
apps/rn/src/components/plan/GraduationCards.tsx	C	stale-read
apps/rn/src/components/plan/GuardianProofStrip.tsx	C	stale-read
apps/rn/src/components/plan/GuardianScorecard.tsx	C	stale-read
apps/rn/src/components/plan/LeanSuggestionCard.tsx	C	stale-read
apps/rn/src/components/plan/MeshGradientCanvas.tsx	C	neighbour
apps/rn/src/components/plan/MeshGradientChart.tsx	C	stale-read
apps/rn/src/components/plan/MilestoneAckCard.tsx	C	stale-read
apps/rn/src/components/plan/PaidOffBeat.tsx	C	stale-read
apps/rn/src/components/plan/PaidOffFinale.tsx	C	stale-read
apps/rn/src/components/plan/PaycheckSheet.tsx	C	stale-read
apps/rn/src/components/plan/PaydayGuardianCard.tsx	C	fix-churn
apps/rn/src/components/plan/PayoffInvitationCard.tsx	C	stale-read
apps/rn/src/components/plan/PlanHero.tsx	C	fix-churn
apps/rn/src/components/plan/RecommendedActionsCard.tsx	C	stale-read
apps/rn/src/components/plan/RecoveryPlanSection.tsx	C	stale-read
apps/rn/src/components/plan/RequiredActionsCard.tsx	C	fix-churn
apps/rn/src/components/plan/SaveForItSheet.tsx	C	stale-read
apps/rn/src/components/plan/ShareCard.tsx	C	stale-read
apps/rn/src/components/plan/SpokenForSheet.tsx	C	fix-churn
apps/rn/src/components/plan/TutorialCoach.tsx	C	neighbour
apps/rn/src/components/plan/unreadInputsCopy.test.ts	C	first-look
apps/rn/src/components/plan/useCaptureAutoConfirm.ts	C	stale-read
apps/rn/src/components/plan/WindfallSheet.tsx	C	fix-churn
apps/rn/src/components/premium/PremiumInvite.tsx	C	stale-read
apps/rn/src/components/progress/CashFlowSection.tsx	C	stale-read
apps/rn/src/components/progress/JourneyRingCanvas.tsx	C	neighbour
apps/rn/src/components/progress/JourneyRingChart.tsx	C	stale-read
apps/rn/src/components/progress/PaidOffArchive.tsx	C	stale-read
apps/rn/src/components/progress/TimelineLedger.tsx	C	stale-read
apps/rn/src/components/SaveFailedBanner.tsx	C	neighbour
apps/rn/src/components/screen.tsx	C	stale-read
apps/rn/src/components/StorageErrorScreen.tsx	C	stale-read
apps/rn/src/components/ui/AddRow.tsx	C	stale-read
apps/rn/src/components/ui/AnimatedSheet.tsx	C	stale-read
apps/rn/src/components/ui/AppIcon.tsx	C	stale-read
apps/rn/src/components/ui/Button.tsx	C	stale-read
apps/rn/src/components/ui/Card.tsx	C	stale-read
apps/rn/src/components/ui/ChartSkeleton.tsx	C	stale-read
apps/rn/src/components/ui/CheckCircle.tsx	C	stale-read
apps/rn/src/components/ui/DateField.tsx	C	stale-read
apps/rn/src/components/ui/EmptyState.tsx	C	neighbour
apps/rn/src/components/ui/FormSheet.tsx	C	stale-read
apps/rn/src/components/ui/ListRow.tsx	C	fix-churn
apps/rn/src/components/ui/MasterDetail.tsx	C	stale-read
apps/rn/src/components/ui/Pill.tsx	C	stale-read
apps/rn/src/components/ui/PressableScale.tsx	C	stale-read
apps/rn/src/components/ui/RadioGroup.tsx	C	stale-read
apps/rn/src/components/ui/RowContextMenu.ios.tsx	C	stale-read
apps/rn/src/components/ui/RowContextMenu.tsx	C	stale-read
apps/rn/src/components/ui/SegmentedToggle.tsx	C	stale-read
apps/rn/src/components/ui/Select.tsx	C	stale-read
apps/rn/src/components/ui/sheet-styles.ts	C	stale-read
apps/rn/src/components/ui/SheetBackdrop.tsx	C	stale-read
apps/rn/src/components/ui/Slider.tsx	C	stale-read
apps/rn/src/components/ui/SwitchRow.tsx	C	neighbour
apps/rn/src/components/ui/TextField.tsx	C	stale-read
apps/rn/src/components/ui/TwoColumn.tsx	C	stale-read
apps/rn/src/config/qa.ts	B	stale-read
apps/rn/src/data/backup.test.ts	B	off-surface
apps/rn/src/data/backup.ts	B	off-surface
apps/rn/src/data/backupFile.ts	B	neighbour
apps/rn/src/data/cloudBackup.test.ts	B	off-surface
apps/rn/src/data/cloudBackup.ts	B	neighbour
apps/rn/src/data/cloudBackupMessages.test.ts	B	neighbour
apps/rn/src/data/cloudBackupMessages.ts	B	off-surface
apps/rn/src/data/csvImportFile.ts	B	neighbour
apps/rn/src/data/defaults.ts	B	fix-churn
apps/rn/src/data/detectBackupFormat.test.ts	B	neighbour
apps/rn/src/data/detectBackupFormat.ts	B	neighbour
apps/rn/src/data/formatBackupTime.ts	B	off-surface
apps/rn/src/data/legacyBridge/mapLegacyStore.test.ts	B	off-surface
apps/rn/src/data/legacyBridge/mapLegacyStore.ts	B	neighbour
apps/rn/src/data/legacyBridge/migrateFromLegacy.test.ts	B	neighbour
apps/rn/src/data/legacyBridge/migrateFromLegacy.ts	B	neighbour
apps/rn/src/data/legacyBridge/originalBalance.ts	B	neighbour
apps/rn/src/data/legacyBridge/report.ts	B	neighbour
apps/rn/src/data/legacyBridge/webkitLocalStorage.ts	B	neighbour
apps/rn/src/data/migrationAudit/audit.test.ts	D	instrument
apps/rn/src/data/migrationAudit/cutoverFiles.test.ts	D	instrument
apps/rn/src/data/migrationAudit/doors.ts	B	neighbour
apps/rn/src/data/migrationAudit/hostile.test.ts	B	neighbour
apps/rn/src/data/migrationAudit/interruption.test.ts	B	s0-first-look
apps/rn/src/data/migrationAudit/invariants.ts	D	instrument
apps/rn/src/data/migrationAudit/run.ts	B	neighbour
apps/rn/src/data/migrations.test.ts	B	stale-read
apps/rn/src/data/migrations.ts	B	fix-churn
apps/rn/src/data/models.ts	B	fix-churn
apps/rn/src/data/readBackup.test.ts	B	off-surface
apps/rn/src/data/readBackup.ts	B	off-surface
apps/rn/src/hooks/spotlight.test.ts	C	stale-read
apps/rn/src/hooks/use-app-colors.ts	C	neighbour
apps/rn/src/hooks/use-app-lock.ts	C	stale-read
apps/rn/src/hooks/use-cloud-backup.ts	C	fix-churn
apps/rn/src/hooks/use-coach-mark.ts	C	stale-read
apps/rn/src/hooks/use-color-scheme.ts	C	neighbour
apps/rn/src/hooks/use-go-to-tab.ts	C	stale-read
apps/rn/src/hooks/use-notification-sync.ts	C	stale-read
apps/rn/src/hooks/use-payday-capture.ts	C	stale-read
apps/rn/src/hooks/use-sheet-presentation.ts	C	stale-read
apps/rn/src/hooks/use-spotlight.ts	C	stale-read
apps/rn/src/keyCommands/keyCommandBus.test.ts	C	stale-read
apps/rn/src/keyCommands/keyCommandBus.ts	C	stale-read
apps/rn/src/keyCommands/KeyCommandListener.ios.tsx	C	stale-read
apps/rn/src/keyCommands/KeyCommandListener.tsx	C	stale-read
apps/rn/src/lib/app-lock.ts	B	stale-read
apps/rn/src/lib/review.ts	B	stale-read
apps/rn/src/lib/scan.ts	B	stale-read
apps/rn/src/lib/scan.web.ts	B	stale-read
apps/rn/src/liveActivity/liveActivityBridge.native.ts	C	stale-read
apps/rn/src/liveActivity/liveActivityBridge.ts	C	neighbour
apps/rn/src/liveActivity/liveActivityBridge.types.ts	C	stale-read
apps/rn/src/liveActivity/liveActivityKeys.ts	C	stale-read
apps/rn/src/liveActivity/liveActivitySync.ts	C	stale-read
apps/rn/src/liveActivity/paydayActivityContent.test.ts	C	stale-read
apps/rn/src/liveActivity/paydayActivityContent.ts	C	stale-read
apps/rn/src/motion/CountUp.tsx	C	stale-read
apps/rn/src/motion/haptics.ts	C	stale-read
apps/rn/src/motion/index.ts	C	stale-read
apps/rn/src/notifications/notificationCopy.ts	C	stale-read
apps/rn/src/notifications/notifications.ts	C	stale-read
apps/rn/src/notifications/notifications.web.ts	C	stale-read
apps/rn/src/premium/config.ts	C	stale-read
apps/rn/src/premium/introOffer.test.ts	C	stale-read
apps/rn/src/premium/introOffer.ts	C	stale-read
apps/rn/src/premium/legal.ts	C	stale-read
apps/rn/src/premium/perMonthAnchor.test.ts	C	stale-read
apps/rn/src/premium/perMonthAnchor.ts	C	stale-read
apps/rn/src/premium/premiumKind.test.ts	C	stale-read
apps/rn/src/premium/premiumKind.ts	C	stale-read
apps/rn/src/premium/premiumSync.ts	C	stale-read
apps/rn/src/premium/purchases.ts	C	stale-read
apps/rn/src/premium/purchasesClient.ts	C	stale-read
apps/rn/src/premium/purchasesClient.web.ts	C	stale-read
apps/rn/src/storage/adapter.ts	B	neighbour
apps/rn/src/storage/cloudBackup/cloudBackupUnreadable.test.ts	B	first-look
apps/rn/src/storage/cloudBackup/createCloudBackupProvider.ios.ts	B	stale-read
apps/rn/src/storage/cloudBackup/createCloudBackupProvider.ts	B	neighbour
apps/rn/src/storage/cloudBackup/index.ts	B	neighbour
apps/rn/src/storage/cloudBackup/provider.ts	B	neighbour
apps/rn/src/storage/cloudBackup/service.test.ts	B	fix-churn
apps/rn/src/storage/cloudBackup/service.ts	B	fix-churn
apps/rn/src/storage/createAdapter.test.ts	B	stale-read
apps/rn/src/storage/createAdapter.ts	B	stale-read
apps/rn/src/storage/createAdapter.web.ts	B	stale-read
apps/rn/src/store/affordability.test.ts	B	stale-read
apps/rn/src/store/analysisSelectors.ts	B	stale-read
apps/rn/src/store/appStore.ts	B	stale-read
apps/rn/src/store/balanceSelectors.ts	B	stale-read
apps/rn/src/store/bnplCadence.test.ts	B	stale-read
apps/rn/src/store/boundedRun.ts	B	stale-read
apps/rn/src/store/celebrationSelectors.test.ts	B	stale-read
apps/rn/src/store/celebrationSelectors.ts	B	fix-churn
apps/rn/src/store/coachMarks.test.ts	B	neighbour
apps/rn/src/store/coachMarks.ts	B	neighbour
apps/rn/src/store/debtFreeBand.test.ts	B	stale-read
apps/rn/src/store/debtIds.test.ts	B	stale-read
apps/rn/src/store/debtIds.ts	B	stale-read
apps/rn/src/store/demoExit.ts	B	off-surface
apps/rn/src/store/demoRun.ts	B	neighbour
apps/rn/src/store/demoSession.ts	B	neighbour
apps/rn/src/store/drift.ts	B	stale-read
apps/rn/src/store/expenseReserve.test.ts	B	stale-read
apps/rn/src/store/expenseReserveSelectors.ts	B	stale-read
apps/rn/src/store/forecastCycles.ts	B	stale-read
apps/rn/src/store/glossary.test.ts	B	stale-read
apps/rn/src/store/greeting.ts	B	stale-read
apps/rn/src/store/guardianPrediction.test.ts	B	stale-read
apps/rn/src/store/guardianPrediction.ts	B	stale-read
apps/rn/src/store/guardianPredictionCore.ts	B	stale-read
apps/rn/src/store/guardianSelectors.test.ts	B	stale-read
apps/rn/src/store/guardianSelectors.ts	B	stale-read
apps/rn/src/store/guardianSubjects.test.ts	B	stale-read
apps/rn/src/store/guardianSubjects.ts	B	stale-read
apps/rn/src/store/guardianTrust.test.ts	B	stale-read
apps/rn/src/store/historySelectors.ts	B	stale-read
apps/rn/src/store/incomeLearning.ts	B	stale-read
apps/rn/src/store/journeySelectors.test.ts	B	stale-read
apps/rn/src/store/journeySelectors.ts	B	fix-churn
apps/rn/src/store/logPaymentCopy.test.ts	B	stale-read
apps/rn/src/store/logPaymentCopy.ts	B	stale-read
apps/rn/src/store/looksLikeDebt.test.ts	B	fix-churn
apps/rn/src/store/looksLikeDebt.ts	B	stale-read
apps/rn/src/store/milestoneCross.test.ts	B	stale-read
apps/rn/src/store/obligationForm.ts	B	stale-read
apps/rn/src/store/onboardingFinish.test.ts	B	stale-read
apps/rn/src/store/onboardingFinish.ts	B	stale-read
apps/rn/src/store/paycheckForm.test.ts	B	stale-read
apps/rn/src/store/paycheckForm.ts	B	stale-read
apps/rn/src/store/payday.ts	B	fix-churn
apps/rn/src/store/paydayRequiredSplit.test.ts	B	first-look
apps/rn/src/store/payoffCelebration.test.ts	B	fix-churn
apps/rn/src/store/payoffCelebration.ts	B	fix-churn
apps/rn/src/store/payoffSelectors.ts	B	stale-read
apps/rn/src/store/payoffViewGag.test.ts	B	stale-read
apps/rn/src/store/paywallLead.test.ts	B	stale-read
apps/rn/src/store/paywallLead.ts	B	stale-read
apps/rn/src/store/persistence.ts	B	stale-read
apps/rn/src/store/persistenceLifecycle.test.ts	B	stale-read
apps/rn/src/store/planSelectors.test.ts	B	stale-read
apps/rn/src/store/planSelectors.ts	B	fix-churn
apps/rn/src/store/projectedIncome.test.ts	B	stale-read
apps/rn/src/store/projectedIncome.ts	B	stale-read
apps/rn/src/store/proofOfWork.test.ts	B	stale-read
apps/rn/src/store/realWriteGuard.test.ts	B	fix-churn
apps/rn/src/store/realWriteGuard.ts	B	stale-read
apps/rn/src/store/recoverySelectors.test.ts	B	stale-read
apps/rn/src/store/recoverySelectors.ts	B	stale-read
apps/rn/src/store/requiredPlanTrust.test.ts	B	stale-read
apps/rn/src/store/sandboxBeats.ts	B	neighbour
apps/rn/src/store/sandboxHarness.ts	B	neighbour
apps/rn/src/store/sandboxRun.ts	B	neighbour
apps/rn/src/store/sandboxScenarios.test.ts	B	neighbour
apps/rn/src/store/sandboxScenarios.ts	B	neighbour
apps/rn/src/store/sandboxStore.test.ts	B	off-surface
apps/rn/src/store/sandboxStore.ts	B	neighbour
apps/rn/src/store/selectors.ts	B	fix-churn
apps/rn/src/store/staleClaims.test.ts	B	first-look
apps/rn/src/store/steadyStateProjection.test.ts	B	stale-read
apps/rn/src/store/store.ts	B	fix-churn
apps/rn/src/store/storeActions.test.ts	B	fix-churn
apps/rn/src/store/storeContext.test.ts	B	stale-read
apps/rn/src/store/StoreContext.tsx	B	fix-churn
apps/rn/src/store/substrateProducers.test.ts	B	stale-read
apps/rn/src/store/substrateProducers.ts	B	stale-read
apps/rn/src/store/topUpSelectors.ts	B	stale-read
apps/rn/src/store/trustSelectors.test.ts	B	fix-churn
apps/rn/src/store/trustSelectors.ts	B	fix-churn
apps/rn/src/store/tutorialPath.ts	B	neighbour
apps/rn/src/store/tutorialSelectors.test.ts	B	neighbour
apps/rn/src/store/tutorialSelectors.ts	B	neighbour
apps/rn/src/store/tutorialSession.ts	B	neighbour
apps/rn/src/store/tutorialShell.tsx	B	neighbour
apps/rn/src/store/tutorialTargets.tsx	B	neighbour
apps/rn/src/store/useAppStore.ts	B	stale-read
apps/rn/src/store/windfallSplit.test.ts	B	stale-read
apps/rn/src/testing/runAppTests.ts	D	instrument
apps/rn/src/testing/runScenarioTests.ts	C	s0-first-look
apps/rn/src/testing/scenarios/guardianColdStartLifecycle.scenario.ts	C	s0-first-look
apps/rn/src/theme/colors.ts	C	fix-churn
apps/rn/src/theme/elevation.ts	C	stale-read
apps/rn/src/theme/icons.ts	C	stale-read
apps/rn/src/theme/index.ts	C	stale-read
apps/rn/src/theme/motion.ts	C	stale-read
apps/rn/src/theme/spacing.ts	C	stale-read
apps/rn/src/theme/typography.ts	C	stale-read
apps/rn/src/types/react-native-ios-context-menu.d.ts	B	stale-read
apps/rn/src/utils/a11y.ts	B	stale-read
apps/rn/src/utils/canvaskit.ts	B	stale-read
apps/rn/src/utils/confirm.ts	B	stale-read
apps/rn/src/utils/debtFreeSound.ts	B	stale-read
apps/rn/src/utils/debtFreeSound.web.ts	B	stale-read
apps/rn/src/utils/ecosystem.ts	B	stale-read
apps/rn/src/utils/format.test.ts	B	stale-read
apps/rn/src/utils/format.ts	B	stale-read
apps/rn/src/utils/moneyFormatters.test.ts	B	stale-read
apps/rn/src/utils/reportError.ts	B	stale-read
apps/rn/src/utils/scrubBreadcrumb.test.ts	B	stale-read
apps/rn/src/utils/scrubBreadcrumb.ts	B	stale-read
apps/rn/src/utils/sentry.ts	B	stale-read
apps/rn/src/utils/sentry.web.ts	B	stale-read
apps/rn/src/utils/share-card.ts	B	stale-read
apps/rn/src/utils/share-card.web.ts	B	stale-read
apps/rn/src/utils/skia-ready.web.ts	B	stale-read
apps/rn/src/widget/snapshot.ts	C	fix-churn
apps/rn/src/widget/widgetKeys.ts	C	stale-read
apps/rn/src/widget/widgetStorage.native.ts	C	fix-churn
apps/rn/src/widget/widgetStorage.ts	C	fix-churn
apps/rn/src/widget/widgetSync.test.ts	C	fix-churn
apps/rn/src/widget/widgetSync.ts	C	fix-churn
apps/rn/targets/widget/PaydayLandedIntent.swift	D	off-surface
apps/rn/tests/e2e/a11y-axe.spec.ts	A	fix-churn
apps/rn/tests/e2e/a11y-row-labels.spec.ts	A	stale-read
apps/rn/tests/e2e/absorb-entry.spec.ts	A	fix-churn
apps/rn/tests/e2e/ack-coordinator.spec.ts	A	fix-churn
apps/rn/tests/e2e/affordability.spec.ts	A	fix-churn
apps/rn/tests/e2e/amount-guards.spec.ts	A	stale-read
apps/rn/tests/e2e/analytics-optout.spec.ts	A	neighbour
apps/rn/tests/e2e/backup.spec.ts	A	neighbour
apps/rn/tests/e2e/bill-category-partition.spec.ts	A	stale-read
apps/rn/tests/e2e/blur-glass.spec.ts	A	stale-read
apps/rn/tests/e2e/bnpl.spec.ts	A	stale-read
apps/rn/tests/e2e/celebration.spec.ts	A	fix-churn
apps/rn/tests/e2e/coach-mark-neighbour.spec.ts	A	off-surface
apps/rn/tests/e2e/coach-marks.spec.ts	A	neighbour
apps/rn/tests/e2e/csv-import.spec.ts	A	neighbour
apps/rn/tests/e2e/cushion-forecast.spec.ts	A	fix-churn
apps/rn/tests/e2e/data-recovery.spec.ts	A	off-surface
apps/rn/tests/e2e/date-field.spec.ts	A	first-look
apps/rn/tests/e2e/delete-all-data.spec.ts	A	neighbour
apps/rn/tests/e2e/demo-containment.spec.ts	A	off-surface
apps/rn/tests/e2e/earlyjourney.spec.ts	A	fix-churn
apps/rn/tests/e2e/enh-audit-screens.spec.ts	A	fix-churn
apps/rn/tests/e2e/expense-reserve.spec.ts	A	stale-read
apps/rn/tests/e2e/goal-pace-edit.spec.ts	A	fix-churn
apps/rn/tests/e2e/goal-row-saved.spec.ts	A	stale-read
apps/rn/tests/e2e/greeting.spec.ts	A	neighbour
apps/rn/tests/e2e/guardian-shortfall-topup.spec.ts	A	stale-read
apps/rn/tests/e2e/guardian.spec.ts	A	fix-churn
apps/rn/tests/e2e/helpers/seed.ts	A	fix-churn
apps/rn/tests/e2e/hero-date-fit.spec.ts	A	fix-churn
apps/rn/tests/e2e/intent-undo.spec.ts	A	fix-churn
apps/rn/tests/e2e/ipad-layouts.spec.ts	A	stale-read
apps/rn/tests/e2e/misfiled-expense.spec.ts	A	fix-churn
apps/rn/tests/e2e/money-add-chooser.spec.ts	A	stale-read
apps/rn/tests/e2e/no-bills-branch.spec.ts	A	fix-churn
apps/rn/tests/e2e/on-plan-streak.spec.ts	A	stale-read
apps/rn/tests/e2e/payday-reopen.spec.ts	A	fix-churn
apps/rn/tests/e2e/payoff-schedule.spec.ts	A	stale-read
apps/rn/tests/e2e/paywall.spec.ts	A	stale-read
apps/rn/tests/e2e/plan-hero-conserves.spec.ts	A	fix-churn
apps/rn/tests/e2e/premium-entry.spec.ts	A	fix-churn
apps/rn/tests/e2e/probe-mark-ipad-rail.spec.ts	A	neighbour
apps/rn/tests/e2e/probe-mark-route-push.spec.ts	A	neighbour
apps/rn/tests/e2e/progress-hero-journey.spec.ts	A	fix-churn
apps/rn/tests/e2e/proofofwork.spec.ts	A	fix-churn
apps/rn/tests/e2e/recovery.spec.ts	A	stale-read
apps/rn/tests/e2e/route-smoke.spec.ts	A	stale-read
apps/rn/tests/e2e/saveforit-pace.spec.ts	A	fix-churn
apps/rn/tests/e2e/scan.spec.ts	A	neighbour
apps/rn/tests/e2e/sheet-polish.spec.ts	A	fix-churn
apps/rn/tests/e2e/sheet-remove.spec.ts	A	fix-churn
apps/rn/tests/e2e/spoken-state.spec.ts	A	fix-churn
apps/rn/tests/e2e/strategy-compare.spec.ts	A	stale-read
apps/rn/tests/e2e/swipe-delete.spec.ts	A	fix-churn
apps/rn/tests/e2e/swipe-mark-paid.spec.ts	A	fix-churn
apps/rn/tests/e2e/topup-sources.spec.ts	A	fix-churn
apps/rn/tests/e2e/trajectory-domain.spec.ts	A	stale-read
apps/rn/tests/e2e/trajectory-interactivity.spec.ts	A	fix-churn
apps/rn/tests/e2e/trials.spec.ts	A	stale-read
apps/rn/tests/e2e/trust-claims.spec.ts	A	stale-read
apps/rn/tests/e2e/tutorial-invite.spec.ts	A	neighbour
apps/rn/tests/e2e/variable-income.spec.ts	A	fix-churn
apps/rn/tests/e2e/vis5-cone.spec.ts	A	fix-churn
apps/rn/tests/e2e/windfall.spec.ts	A	fix-churn
apps/rn/tests/shots/add-chooser.shot.ts	A	s0-first-look
apps/rn/tests/shots/demo-beats.shot.ts	A	s0-first-look
apps/rn/tests/shots/explore-demo.shot.ts	D	instrument
apps/rn/tests/shots/floor-impact.shot.ts	A	s0-first-look
apps/rn/tests/shots/guardian-spacing.shot.ts	A	s0-first-look
apps/rn/tests/shots/misfiled-hint.shot.ts	D	instrument
apps/rn/tests/shots/money-sections.shot.ts	D	instrument
apps/rn/tests/shots/p6.8-a11y.shot.ts	D	instrument
apps/rn/tests/shots/p6.8-matrix.shot.ts	D	instrument
apps/rn/tests/shots/phase35-themes.shot.ts	D	instrument
components/AmortizationCalendar.tsx	D	neighbour
components/PaydayCaptureSheet.tsx	D	neighbour
components/PayoffInterestSavedCard.tsx	D	off-surface
components/RequiredActionItem.tsx	D	neighbour
components/Results/CompletedActionsList.tsx	D	neighbour
components/Results/OptionalGoalsList.tsx	D	neighbour
components/ResultsSection.tsx	D	neighbour
components/SnowballSection.tsx	D	neighbour
components/SwipeActionCard.tsx	D	neighbour
components/TimelineSection.tsx	D	neighbour
lib/hooks/useDebts.ts	D	neighbour
package.json	D	off-surface
packages/core/cashflow/detectCrunches.ts	A	stale-read
packages/core/cashflow/testDetectCrunches.ts	A	stale-read
packages/core/cashflow/testWaterFill.ts	A	stale-read
packages/core/cashflow/waterFill.ts	A	stale-read
packages/core/constants/livingExpensePresets.ts	A	stale-read
packages/core/constants/requiredExpensePresets.ts	A	stale-read
packages/core/copy/vocabulary.ts	A	fix-churn
packages/core/debt/applyDebtPaymentProjection.ts	A	stale-read
packages/core/debt/applyPaydayCapture.ts	A	stale-read
